filename_adv,type_adv,RA_center_adv,DEC_center_adv,sig_adv,Nr_adv,RA_adv,DEC_adv,Roll_adv,base_name,attack,level,filename_gen,type_gen,RA_center_gen,DEC_center_gen,sig_gen,Nr_gen,RA_gen,DEC_gen,Roll_gen,RA_error,DEC_error,Roll_error
20090107_164901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.00081471,13.0,345.2736,-6.0333,-156.2335,20090107_164901_s4h1A.fts,star_spoofing,very_subtle,20090107_164901_s4h1A.fts,genuine,340.0,-5.0,0.0028789,17.0,345.2742,-6.0331,-156.2351,-0.0006000000000199179,-0.00019999999999953388,0.001599999999996271
20090107_172901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090107_172901_s4h1A.fts,star_spoofing,very_subtle,20090107_172901_s4h1A.fts,genuine,340.0,5.0,0.0015964,11.0,345.3008,-6.0224,-156.2294,,,
20090107_180901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.0030363,16.0,345.3266,-6.0112,-156.2253,20090107_180901_s4h1A.fts,star_spoofing,very_subtle,20090107_180901_s4h1A.fts,genuine,340.0,-5.0,0.0029984,17.0,345.3273,-6.0109,-156.2284,-0.0006999999999948159,-0.0002999999999993008,0.0030999999999892225
20090107_184901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.003135,16.0,345.3537,-5.9996,-156.2218,20090107_184901_s4h1A.fts,star_spoofing,very_subtle,20090107_184901_s4h1A.fts,genuine,340.0,-5.0,0.0016919,16.0,345.3538,-5.9998,-156.2212,-9.999999997489795e-05,0.00019999999999953388,-0.0005999999999914962
20090107_192901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.0033733,17.0,345.38,-5.9893,-156.2217,20090107_192901_s4h1A.fts,star_spoofing,very_subtle,20090107_192901_s4h1A.fts,genuine,340.0,-5.0,0.00088129,14.0,345.3806,-5.9889,-156.223,-0.0006000000000199179,-0.00039999999999995595,0.0013000000000147338
20090107_200901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090107_200901_s4h1A.fts,star_spoofing,very_subtle,20090107_200901_s4h1A.fts,genuine,340.0,-5.0,0.00084408,14.0,345.4076,-5.9788,-156.2209,,,
20090107_212901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.00049067,11.0,345.4604,-5.9559,-156.2107,20090107_212901_s4h1A.fts,star_spoofing,very_subtle,20090107_212901_s4h1A.fts,genuine,340.0,5.0,0.00062063,10.0,345.4605,-5.9562,-156.2116,-0.00010000000003174137,0.000300000000000189,0.0009000000000014552
20090107_224901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090107_224901_s4h1A.fts,star_spoofing,very_subtle,20090107_224901_s4h1A.fts,genuine,340.0,5.0,0.0014174,11.0,345.514,-5.9342,-156.2071,,,
20090108_000901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_000901_s4h1A.fts,star_spoofing,very_subtle,20090108_000901_s4h1A.fts,genuine,340.0,-5.0,0.00051278,11.0,345.5668,-5.9115,-156.2027,,,
20090108_004901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,5.0,0.0014428,11.0,345.5928,-5.9001,-156.1943,20090108_004901_s4h1A.fts,star_spoofing,very_subtle,20090108_004901_s4h1A.fts,genuine,340.0,-5.0,0.00041452,11.0,345.5936,-5.9007,-156.1989,-0.0007999999999697138,0.0005999999999994898,0.004600000000010596
20090108_012901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_012901_s4h1A.fts,star_spoofing,very_subtle,20090108_012901_s4h1A.fts,genuine,350.0,-55.0,0.001086,14.0,345.6204,-5.8895,-156.1977,,,
20090108_020901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_020901_s4h1A.fts,star_spoofing,very_subtle,20090108_020901_s4h1A.fts,genuine,340.0,5.0,0.0014398,11.0,345.647,-5.8784,-156.1939,,,
20090108_024901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.0014989,14.0,345.6734,-5.867,-156.19,20090108_024901_s4h1A.fts,star_spoofing,very_subtle,20090108_024901_s4h1A.fts,genuine,340.0,5.0,0.00057982,10.0,345.6741,-5.8673,-156.1903,-0.0006999999999948159,0.000300000000000189,0.00030000000000995897
20090108_044901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.00036231,10.0,345.7528,-5.8338,-156.1807,20090108_044901_s4h1A.fts,star_spoofing,very_subtle,20090108_044901_s4h1A.fts,genuine,340.0,5.0,0.00089227,10.0,345.7534,-5.8336,-156.1833,-0.0006000000000199179,-0.00020000000000042206,0.002600000000001046
20090108_052901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_052901_s4h1A.fts,star_spoofing,very_subtle,20090108_052901_s4h1A.fts,genuine,340.0,5.0,0.00092795,10.0,345.7796,-5.8223,-156.1777,,,
20090108_060901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_060901_s4h1A.fts,star_spoofing,very_subtle,20090108_060901_s4h1A.fts,genuine,340.0,5.0,0.00090492,9.0,345.806,-5.8115,-156.1799,,,
20090108_064901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_064901_s4h1A.fts,star_spoofing,very_subtle,20090108_064901_s4h1A.fts,genuine,340.0,5.0,0.00090938,10.0,345.8335,-5.8011,-156.1753,,,
20090108_072901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_072901_s4h1A.fts,star_spoofing,very_subtle,20090108_072901_s4h1A.fts,genuine,340.0,5.0,0.00093112,10.0,345.8604,-5.7898,-156.1731,,,
20090108_112901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_112901_s4h1A.fts,star_spoofing,very_subtle,20090108_112901_s4h1A.fts,genuine,340.0,5.0,0.00040824,9.0,346.0193,-5.7231,-156.1511,,,
20090108_120901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_120901_s4h1A.fts,star_spoofing,very_subtle,20090108_120901_s4h1A.fts,genuine,350.0,-35.0,0.00061658,10.0,346.0468,-5.713,-156.149,,,
20090108_124901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_124901_s4h1A.fts,star_spoofing,very_subtle,20090108_124901_s4h1A.fts,genuine,340.0,5.0,0.00069153,10.0,346.0729,-5.7016,-156.146,,,
20090108_132901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_132901_s4h1A.fts,star_spoofing,very_subtle,20090108_132901_s4h1A.fts,genuine,340.0,5.0,0.00043467,9.0,346.0997,-5.6897,-156.1401,,,
20090108_180901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090108_180901_s4h1A.fts,star_spoofing,very_subtle,20090108_180901_s4h1A.fts,genuine,340.0,5.0,0.00068643,10.0,346.287,-5.6125,-156.1173,,,
20090109_060901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_060901_s4h1A.fts,star_spoofing,very_subtle,20090109_060901_s4h1A.fts,genuine,340.0,-5.0,0.00036367,6.0,346.7653,-5.4124,-156.0682,,,
20090109_092901_s4h1A__star_spoofing__very_subtle.fts,adversarial,340.0,-5.0,0.0021561,15.0,346.8989,-5.3595,-156.0593,20090109_092901_s4h1A.fts,star_spoofing,very_subtle,20090109_092901_s4h1A.fts,genuine,340.0,-5.0,0.00048363,6.0,346.8992,-5.3589,-156.0654,-0.00029999999998153726,-0.0005999999999994898,0.006100000000003547
20090109_100901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_100901_s4h1A.fts,star_spoofing,very_subtle,20090109_100901_s4h1A.fts,genuine,340.0,-5.0,0.00040413,6.0,346.925,-5.3464,-156.0535,,,
20090109_104901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_104901_s4h1A.fts,star_spoofing,very_subtle,20090109_104901_s4h1A.fts,genuine,340.0,-5.0,0.00050084,6.0,346.952,-5.3358,-156.0558,,,
20090109_120901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_120901_s4h1A.fts,star_spoofing,very_subtle,20090109_120901_s4h1A.fts,genuine,340.0,5.0,0.00091275,10.0,347.0051,-5.3138,-156.0538,,,
20090109_124901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_124901_s4h1A.fts,star_spoofing,very_subtle,20090109_124901_s4h1A.fts,genuine,,,,,,,,,,
20090109_132901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090109_132901_s4h1A.fts,star_spoofing,very_subtle,20090109_132901_s4h1A.fts,genuine,350.0,-5.0,0.00049401,16.0,347.0582,-5.2916,-156.0368,,,
20090110_000901_s4h1A__star_spoofing__very_subtle.fts,adversarial,350.0,-5.0,0.00012052,8.0,347.4845,-5.1149,-156.0035,20090110_000901_s4h1A.fts,star_spoofing,very_subtle,20090110_000901_s4h1A.fts,genuine,350.0,-5.0,9.0589e-05,8.0,347.4834,-5.1134,-156.0048,0.0011000000000080945,-0.0014999999999991687,0.001299999999986312
20090110_124901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_124901_s4h1A.fts,star_spoofing,very_subtle,20090110_124901_s4h1A.fts,genuine,350.0,-5.0,0.0001968,16.0,347.9911,-4.902,-155.9628,,,
20090110_132901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_132901_s4h1A.fts,star_spoofing,very_subtle,20090110_132901_s4h1A.fts,genuine,350.0,-5.0,0.00015981,16.0,348.0178,-4.8912,-155.9726,,,
20090110_140901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_140901_s4h1A.fts,star_spoofing,very_subtle,20090110_140901_s4h1A.fts,genuine,350.0,-5.0,0.00022413,16.0,348.0442,-4.8799,-155.9565,,,
20090110_144901_s4h1A__star_spoofing__very_subtle.fts,adversarial,,,,,,,,20090110_144901_s4h1A.fts,star_spoofing,very_subtle,20090110_144901_s4h1A.fts,genuine,350.0,-5.0,0.00070402,23.0,348.0706,-4.8686,-155.9633,,,
